0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Class-1,Class-2,Class-3
10.0,40,53,1.0,82,162312.0,4.0,1.0,0,2,4,0,11,1.0,10,4,0,2,3,227836.0,0,1.0,20,13,1,1,1
13.0,40,27,1.0,25,111985.0,1.0,5.0,0,4,2,0,4,9.0,9,4,0,3,3,208703.0,0,1.0,45,4,1,1,1
2.0,55,42,1.0,20,141584.0,1.0,1.0,0,11,3,0,4,1.0,14,4,0,1,1,154374.0,0,,33,4,1,1,0
6.0,50,26,,39,100109.0,1.0,2.0,0,4,3,0,2,1.0,9,4,0,1,1,58426.0,0,1.0,59,4,1,1,1
5.0,40,36,1.0,50,120201.0,4.0,,0,2,6,0,2,1.0,10,2,0,2,1,47310.0,1590,1.0,27,5,0,0,0
5.0,48,40,1.0,50,355686.0,1.0,1.0,0,1,4,0,11,1.0,13,1,4650,3,1,289748.0,0,1.0,23,8,1,0,1
11.0,40,28,1.0,59,215476.0,1.0,2.0,0,4,3,0,4,1.0,9,13,0,1,1,216814.0,0,1.0,53,6,0,1,1
6.0,44,61,1.0,40,150057.0,1.0,1.0,0,1,3,0,4,1.0,13,3,0,1,1,289950.0,0,4.0,30,4,1,1,0
6.0,40,44,1.0,43,258735.0,4.0,4.0,0,5,6,0,5,1.0,15,15,0,2,4,316120.0,0,1.0,35,4,1,1,0
13.0,40,62,1.0,52,101265.0,1.0,1.0,0,4,4,0,2,1.0,9,4,0,3,1,190273.0,0,1.0,22,1,1,1,1
2.0,40,59,1.0,35,276851.0,1.0,1.0,0,13,3,0,10,1.0,6,11,0,1,1,157932.0,0,1.0,18,2,1,1,0
6.0,40,43,1.0,18,102308.0,4.0,1.0,0,7,3,0,1,1.0,11,9,3103,1,4,111483.0,0,1.0,60,7,1,1,0
7.0,40,25,1.0,41,253899.0,1.0,2.0,0,9,3,0,2,21.0,4,4,0,1,3,207875.0,0,1.0,38,2,1,1,1
11.0,40,33,1.0,41,135601.0,5.0,1.0,0,13,4,0,13,1.0,6,2,0,2,2,298785.0,0,1.0,53,1,1,1,1
13.0,40,59,1.0,59,161691.0,1.0,1.0,0,9,3,0,6,4.0,4,4,0,1,3,236731.0,1977,1.0,45,4,1,1,1
8.0,40,25,1.0,28,254202.0,1.0,2.0,0,13,2,0,4,1.0,6,2,0,3,3,69739.0,0,1.0,17,11,1,1,1
2.0,40,53,1.0,21,158357.0,1.0,1.0,0,4,3,0,10,1.0,9,1,0,1,1,189511.0,0,1.0,31,11,1,1,1
5.0,40,49,1.0,30,176140.0,1.0,2.0,0,14,6,0,1,1.0,16,1,0,2,3,330535.0,0,1.0,56,10,1,1,0
6.0,50,50,1.0,41,296066.0,5.0,3.0,0,11,4,0,4,1.0,14,4,0,2,1,220640.0,0,2.0,42,4,0,0,0
2.0,40,43,16.0,22,77143.0,5.0,1.0,0,2,4,0,4,1.0,10,2,0,4,1,413760.0,0,1.0,43,4,0,1,1
9.0,40,30,1.0,49,174887.0,1.0,6.0,0,7,4,0,2,1.0,11,4,0,3,1,141118.0,0,1.0,33,4,1,0,1
2.0,45,50,1.0,44,83286.0,5.0,1.0,0,4,3,0,3,1.0,9,11,0,1,1,149433.0,0,1.0,31,1,1,1,1
11.0,40,35,1.0,19,82050.0,1.0,1.0,0,3,4,0,4,1.0,7,4,0,2,3,115803.0,0,1.0,67,10,1,1,1
8.0,43,30,1.0,35,311534.0,1.0,1.0,2002,4,3,0,2,1.0,9,1,0,1,1,245211.0,0,5.0,25,9,1,1,1
3.0,75,38,1.0,71,183810.0,1.0,5.0,0,4,4,4101,6,1.0,9,1,0,2,1,436361.0,0,2.0,23,1,1,0,1
4.0,75,47,1.0,38,118001.0,2.0,2.0,0,4,3,0,4,1.0,9,4,0,1,3,172034.0,0,1.0,31,4,1,1,0
4.0,37,90,1.0,37,62374.0,1.0,1.0,0,2,6,0,11,1.0,10,2,0,2,2,139660.0,0,1.0,29,7,0,0,1
5.0,45,55,29.0,50,242605.0,1.0,1.0,0,3,3,0,13,1.0,7,2,0,1,1,144071.0,0,1.0,25,11,1,1,1
10.0,50,35,1.0,47,176321.0,2.0,1.0,0,4,3,3103,2,1.0,9,2,0,1,1,238802.0,0,1.0,36,4,1,1,1
2.0,40,35,1.0,33,258379.0,1.0,4.0,0,2,4,0,2,1.0,10,2,0,6,2,169104.0,0,1.0,38,4,1,1,1
2.0,40,22,1.0,34,231601.0,1.0,3.0,0,2,2,0,4,1.0,10,13,0,3,3,211798.0,0,1.0,30,4,1,1,1
10.0,40,31,1.0,42,268571.0,6.0,4.0,0,4,3,0,1,1.0,9,11,0,1,3,157673.0,0,1.0,64,1,1,1,1
2.0,40,23,1.0,47,388946.0,1.0,1.0,0,2,4,0,3,1.0,10,1,0,3,2,127768.0,0,1.0,31,4,1,1,1
4.0,40,24,1.0,42,199172.0,1.0,6.0,0,1,2,0,8,1.0,13,2,0,3,1,209782.0,0,1.0,47,4,1,0,1
7.0,25,46,37.0,63,408473.0,1.0,1.0,0,15,3,2597,4,21.0,3,4,0,1,3,409443.0,0,1.0,33,4,1,1,1
5.0,40,61,1.0,33,113658.0,3.0,1.0,0,14,3,0,1,28.0,16,9,0,1,3,98350.0,0,5.0,60,4,0,1,0
9.0,40,22,1.0,48,296466.0,1.0,6.0,0,2,2,0,1,1.0,10,2,0,3,1,412156.0,0,,46,4,1,0,1
3.0,40,45,1.0,38,217380.0,1.0,1.0,0,4,6,0,1,1.0,9,7,0,3,3,189225.0,0,1.0,26,9,0,0,1
8.0,40,25,1.0,34,127493.0,1.0,2.0,0,3,3,3908,2,1.0,7,11,0,1,3,217006.0,0,4.0,56,1,1,1,1
11.0,60,51,1.0,52,216934.0,1.0,4.0,0,4,3,0,2,1.0,9,2,0,1,3,159015.0,0,1.0,54,2,1,1,1
2.0,40,19,1.0,34,175958.0,1.0,1.0,0,2,2,0,7,1.0,10,4,0,3,1,300679.0,0,1.0,27,1,1,0,1
2.0,30,76,1.0,31,435638.0,2.0,1.0,0,4,3,0,4,1.0,9,2,0,1,3,236878.0,0,2.0,50,11,1,1,1
9.0,40,47,1.0,41,399123.0,1.0,1.0,0,2,4,0,5,1.0,10,4,0,2,2,46857.0,0,3.0,38,2,1,1,1
9.0,20,22,1.0,18,115215.0,1.0,1.0,0,4,2,0,1,1.0,9,14,0,3,4,201490.0,0,2.0,39,4,1,1,1
3.0,40,28,1.0,42,284871.0,1.0,3.0,0,6,4,0,7,1.0,12,4,0,3,1,137296.0,0,1.0,41,11,0,0,1
6.0,55,36,1.0,67,46442.0,1.0,1.0,0,5,3,5013,1,1.0,15,4,0,1,1,185099.0,0,1.0,33,2,1,1,0
2.0,40,33,1.0,34,434430.0,1.0,5.0,0,4,3,0,4,1.0,9,2,0,1,3,84130.0,0,1.0,53,2,1,1,1
3.0,33,20,1.0,60,227943.0,1.0,1.0,1719,4,4,0,4,1.0,9,11,0,3,1,403519.0,0,1.0,65,3,1,1,1
4.0,20,41,1.0,51,399088.0,1.0,1.0,0,4,1,0,3,1.0,9,2,0,1,3,63042.0,0,1.0,34,13,1,0,1
4.0,40,41,1.0,28,164170.0,1.0,1.0,0,2,3,0,4,1.0,10,4,0,1,1,175674.0,0,5.0,24,2,1,1,0
3.0,40,34,1.0,38,239171.0,6.0,,0,4,6,0,4,1.0,9,1,0,3,1,392518.0,0,1.0,47,4,0,0,1
1.0,40,20,21.0,37,167482.0,1.0,1.0,0,2,4,0,1,1.0,10,4,0,3,2,84726.0,0,1.0,51,13,1,0,1
3.0,42,57,1.0,53,101510.0,1.0,1.0,0,4,6,0,11,1.0,9,4,0,5,3,192325.0,0,1.0,44,3,1,0,1
2.0,20,43,,23,104272.0,2.0,1.0,0,2,3,15024,9,1.0,10,2,0,1,4,170721.0,0,1.0,22,1,1,1,1
8.0,40,56,1.0,27,300195.0,1.0,2.0,0,15,4,5178,1,1.0,3,6,0,2,1,124566.0,0,1.0,26,1,1,0,1
9.0,40,24,1.0,66,33717.0,1.0,1.0,0,2,3,0,4,1.0,10,6,0,1,3,236427.0,0,1.0,18,4,1,1,0
7.0,40,20,1.0,65,129371.0,1.0,1.0,0,15,5,0,2,32.0,3,4,0,3,1,164775.0,0,,23,11,1,1,1
3.0,15,19,1.0,40,192563.0,1.0,2.0,0,3,2,0,2,6.0,7,4,0,3,3,73257.0,0,1.0,56,14,1,0,1
4.0,25,24,1.0,31,68037.0,1.0,1.0,0,2,2,0,2,1.0,10,1,0,3,3,81145.0,0,6.0,35,2,1,0,1
2.0,45,34,1.0,31,252939.0,1.0,1.0,0,4,2,0,8,1.0,9,12,0,3,3,117963.0,0,1.0,29,4,1,1,1
4.0,60,40,1.0,37,174242.0,1.0,1.0,1977,1,3,0,4,1.0,13,13,0,1,1,209547.0,0,,22,1,1,1,0
9.0,15,18,1.0,46,212448.0,1.0,1.0,0,3,2,0,14,1.0,7,4,0,3,1,329054.0,0,1.0,55,2,1,0,1
11.0,40,50,1.0,33,309630.0,1.0,2.0,0,4,3,0,2,1.0,9,4,0,1,3,312477.0,0,1.0,29,11,1,1,1
6.0,35,72,1.0,23,154641.0,3.0,1.0,2377,5,3,0,2,1.0,15,3,0,1,1,199233.0,0,2.0,22,4,1,1,0
4.0,40,51,1.0,58,333541.0,1.0,1.0,0,1,3,0,15,1.0,13,2,0,1,1,124963.0,0,1.0,22,4,1,1,0
9.0,38,35,1.0,50,237833.0,5.0,3.0,0,2,2,99999,4,1.0,10,1,0,2,2,226311.0,0,4.0,37,2,1,0,1
,20,22,1.0,30,554986.0,,1.0,0,2,2,0,4,1.0,10,4,0,3,3,34616.0,0,1.0,37,6,1,0,1
7.0,40,23,1.0,23,204596.0,1.0,1.0,0,2,2,0,2,1.0,10,6,0,3,1,216129.0,0,1.0,69,5,1,1,1
13.0,45,32,1.0,61,209826.0,6.0,1.0,1887,1,3,0,2,1.0,13,11,0,1,1,182556.0,0,6.0,36,4,1,1,0
2.0,40,58,1.0,47,188401.0,1.0,1.0,0,13,3,3273,4,1.0,6,1,5178,1,3,250206.0,0,1.0,45,4,1,1,0
6.0,50,47,1.0,69,231160.0,3.0,1.0,0,5,4,0,4,1.0,15,4,27828,2,1,79627.0,0,3.0,55,2,1,1,0
4.0,60,30,1.0,34,249720.0,2.0,6.0,0,6,3,0,11,14.0,12,4,0,1,1,176185.0,0,2.0,47,1,1,1,1
5.0,40,33,1.0,20,124915.0,3.0,1.0,0,2,3,0,2,1.0,10,4,0,1,4,40444.0,0,1.0,20,2,1,1,1
6.0,40,38,1.0,25,326033.0,1.0,1.0,0,1,3,0,4,3.0,13,4,0,1,3,40955.0,0,1.0,32,2,1,1,0
9.0,40,29,1.0,35,159755.0,1.0,2.0,0,1,2,0,4,22.0,13,2,0,3,1,116613.0,0,1.0,39,11,1,0,1
8.0,35,54,1.0,33,262601.0,1.0,1.0,1902,8,3,0,1,1.0,5,15,0,1,1,133403.0,0,1.0,48,4,1,1,1
7.0,18,18,1.0,35,157813.0,1.0,,0,10,2,0,13,1.0,8,7,0,3,3,128086.0,0,2.0,46,2,1,1,1
2.0,40,28,1.0,41,123681.0,1.0,1.0,0,8,3,0,4,1.0,5,6,0,1,2,365745.0,0,1.0,30,1,1,1,1
5.0,55,62,,24,103995.0,3.0,2.0,1902,1,3,0,2,1.0,13,4,0,1,1,163234.0,0,1.0,38,2,1,1,0
6.0,40,35,1.0,33,220729.0,1.0,3.0,0,11,4,0,2,28.0,14,4,0,3,3,285102.0,0,1.0,21,2,0,0,0
4.0,20,17,1.0,29,204196.0,1.0,1.0,0,10,2,0,1,1.0,8,2,0,3,3,178953.0,0,1.0,72,6,1,0,1
3.0,40,19,1.0,61,145214.0,1.0,2.0,0,4,2,0,11,1.0,9,4,0,3,1,382738.0,0,5.0,56,11,0,0,1
2.0,40,47,1.0,49,178983.0,4.0,1.0,0,2,3,0,2,1.0,10,1,3908,1,1,51664.0,0,3.0,26,2,1,1,1
11.0,55,54,1.0,76,254933.0,1.0,1.0,0,2,4,0,2,1.0,10,1,0,2,1,88019.0,0,1.0,33,15,1,1,1
,40,60,5.0,27,334039.0,,1.0,0,1,3,0,14,1.0,13,1,0,1,1,230165.0,0,1.0,32,3,0,1,1
5.0,60,58,1.0,27,289458.0,1.0,2.0,0,4,3,0,1,1.0,9,4,0,1,2,27385.0,0,1.0,55,1,1,1,0
7.0,48,34,1.0,31,124076.0,1.0,1.0,0,2,4,0,1,,10,1,0,3,1,591711.0,0,1.0,36,2,0,1,1
5.0,40,25,1.0,55,168894.0,3.0,2.0,0,4,3,0,4,1.0,9,13,0,1,2,161007.0,0,5.0,18,1,1,1,1
8.0,40,31,1.0,47,117747.0,1.0,1.0,0,4,4,0,11,1.0,9,4,0,2,3,206046.0,0,,41,1,1,1,1
3.0,40,17,1.0,37,180318.0,1.0,6.0,0,4,2,0,7,1.0,9,1,0,3,1,354201.0,0,1.0,40,7,1,1,1
10.0,40,44,1.0,33,109428.0,2.0,3.0,0,4,3,7688,4,1.0,9,15,0,1,3,37618.0,0,5.0,41,2,1,1,0
5.0,40,65,1.0,26,182274.0,1.0,5.0,0,6,3,0,11,1.0,12,4,3818,1,1,113323.0,0,3.0,58,2,1,1,1
3.0,20,32,1.0,71,37869.0,1.0,1.0,0,4,6,0,7,1.0,9,2,0,6,1,128016.0,1977,,43,7,1,0,1
5.0,48,43,1.0,31,96337.0,1.0,1.0,0,4,4,0,1,1.0,9,2,0,4,6,172364.0,0,1.0,21,2,1,0,1
11.0,25,57,1.0,30,91711.0,5.0,6.0,0,4,3,0,4,1.0,9,1,0,1,3,170066.0,0,1.0,53,4,1,1,0
5.0,40,40,1.0,40,224559.0,3.0,1.0,0,4,3,0,4,1.0,9,7,0,1,2,132222.0,0,2.0,39,1,1,1,1
9.0,40,68,1.0,24,56986.0,1.0,3.0,0,2,3,0,13,1.0,10,4,0,1,1,351711.0,0,1.0,59,4,1,1,1
8.0,40,24,1.0,38,216473.0,1.0,5.0,0,4,4,0,2,1.0,9,4,0,4,1,82777.0,0,1.0,42,4,1,1,1
9.0,40,37,1.0,60,356272.0,1.0,1.0,0,1,3,0,4,1.0,13,4,0,1,3,188774.0,0,1.0,36,4,1,1,1
9.0,40,46,1.0,42,126513.0,1.0,1.0,0,6,3,5013,9,8.0,12,6,0,1,1,175262.0,0,1.0,29,4,0,1,1
2.0,40,33,37.0,39,303121.0,1.0,,0,4,4,0,1,,9,11,0,3,2,214635.0,0,4.0,20,5,0,1,1
4.0,40,31,1.0,38,240988.0,1.0,5.0,0,2,6,1409,4,21.0,10,4,0,4,3,310773.0,1977,,35,4,1,0,1
8.0,50,21,1.0,36,30126.0,1.0,1.0,0,4,2,0,1,1.0,9,4,0,3,1,60668.0,0,1.0,31,11,1,1,1
1.0,36,45,1.0,29,197997.0,1.0,1.0,0,11,6,0,4,1.0,14,4,0,4,1,151817.0,0,1.0,53,4,1,0,1
6.0,40,34,3.0,24,35633.0,1.0,1.0,0,1,3,0,4,,13,4,0,1,1,244147.0,0,1.0,68,4,1,1,0
3.0,40,34,1.0,53,282313.0,1.0,1.0,0,4,3,0,7,1.0,9,4,0,1,3,226296.0,0,1.0,28,2,1,1,0
1.0,10,34,1.0,36,143574.0,1.0,1.0,2042,6,3,0,2,1.0,12,4,0,1,1,90614.0,0,1.0,48,7,1,1,1
6.0,46,31,1.0,24,83003.0,1.0,1.0,0,11,4,0,6,1.0,14,4,0,3,3,171871.0,0,1.0,22,4,1,0,1
11.0,25,47,1.0,19,114691.0,1.0,1.0,0,4,3,0,3,1.0,9,4,0,1,1,188330.0,0,1.0,27,1,1,1,1
,40,56,1.0,42,179644.0,,1.0,0,13,4,0,7,1.0,6,1,0,2,1,119254.0,0,,33,4,1,0,1
3.0,35,46,37.0,43,72630.0,1.0,1.0,0,4,4,99999,4,21.0,9,4,0,6,6,152249.0,0,1.0,35,1,1,1,1
4.0,40,49,1.0,45,134498.0,1.0,1.0,0,4,6,0,4,1.0,9,2,0,4,3,107399.0,0,1.0,49,4,1,0,1
4.0,40,21,1.0,23,187067.0,1.0,1.0,0,4,4,0,2,1.0,9,15,0,3,1,234108.0,0,1.0,73,2,1,1,1
9.0,60,28,1.0,18,366089.0,1.0,1.0,0,2,4,0,4,1.0,10,13,0,3,3,263128.0,1504,3.0,37,1,1,0,1
10.0,65,31,1.0,43,123749.0,1.0,1.0,0,3,3,0,1,21.0,7,1,0,1,1,123430.0,0,1.0,44,4,1,1,1
3.0,50,28,38.0,23,83671.0,1.0,1.0,0,1,4,0,4,1.0,13,14,0,3,5,181776.0,0,1.0,30,4,1,0,1
,35,60,1.0,65,100345.0,,1.0,0,2,3,0,7,1.0,10,2,0,1,1,112821.0,0,1.0,23,4,1,1,0
3.0,20,27,1.0,33,62932.0,1.0,4.0,0,4,2,0,4,1.0,9,7,0,3,1,225768.0,0,1.0,21,9,1,1,1
5.0,50,37,1.0,32,79387.0,1.0,1.0,0,11,3,0,2,1.0,14,9,0,1,6,259785.0,0,2.0,31,2,1,1,0
9.0,40,22,1.0,39,141388.0,1.0,2.0,0,4,2,0,1,1.0,9,1,0,3,2,120320.0,0,2.0,24,4,1,0,1
5.0,40,47,1.0,28,201603.0,5.0,1.0,0,4,6,0,1,1.0,9,12,0,5,3,174126.0,0,,33,4,1,0,1
6.0,45,46,1.0,51,391349.0,5.0,1.0,0,1,2,0,2,1.0,13,1,4787,3,1,148995.0,0,,35,4,1,1,0
2.0,40,43,12.0,31,280440.0,1.0,5.0,0,4,3,0,2,1.0,9,4,0,1,3,163455.0,0,1.0,26,1,1,1,0
8.0,30,21,1.0,36,287037.0,1.0,6.0,0,2,2,0,2,,10,7,0,3,1,335570.0,0,1.0,25,1,1,1,1
12.0,40,51,1.0,28,265657.0,1.0,1.0,0,4,2,0,1,1.0,9,2,0,2,3,195105.0,0,1.0,41,1,1,0,1
6.0,40,29,1.0,52,313729.0,6.0,1.0,0,11,4,0,1,1.0,14,4,0,3,3,108432.0,0,1.0,56,15,1,1,1
4.0,40,57,1.0,42,318280.0,1.0,2.0,0,4,3,0,4,1.0,9,10,0,1,3,134195.0,0,1.0,73,4,1,1,1
9.0,38,20,1.0,37,104756.0,1.0,6.0,0,2,2,0,4,33.0,10,13,0,3,1,188612.0,1848,1.0,36,8,1,0,1
2.0,32,60,1.0,53,198759.0,1.0,5.0,0,2,3,0,2,1.0,10,8,0,1,1,252413.0,0,4.0,42,4,0,1,0
5.0,60,43,1.0,41,118212.0,2.0,5.0,0,1,4,0,4,1.0,13,11,0,2,2,349341.0,0,1.0,51,8,1,1,1
9.0,40,48,1.0,34,155151.0,1.0,2.0,0,4,1,0,2,1.0,9,7,0,1,5,158924.0,0,1.0,66,13,1,0,0
8.0,40,41,1.0,40,144685.0,1.0,1.0,0,4,3,0,4,1.0,9,2,0,1,1,210591.0,0,1.0,30,15,1,1,1
,16,28,1.0,41,243165.0,,1.0,0,4,5,0,2,1.0,9,1,0,1,2,389857.0,0,1.0,31,4,1,1,1
2.0,40,56,1.0,31,182556.0,2.0,1.0,0,4,3,0,4,1.0,9,2,0,1,3,156873.0,0,4.0,66,4,1,1,1
2.0,40,21,1.0,18,322770.0,1.0,1.0,1504,4,4,0,2,1.0,9,11,0,3,3,52753.0,0,1.0,56,4,1,1,1
10.0,80,50,1.0,37,117847.0,2.0,1.0,0,1,3,0,4,1.0,13,4,0,1,3,143730.0,0,1.0,46,4,1,1,1
2.0,40,59,1.0,42,292569.0,4.0,2.0,0,4,3,0,1,1.0,9,1,0,1,2,31840.0,0,5.0,37,1,1,1,0
1.0,50,27,1.0,35,715938.0,5.0,1.0,0,1,4,0,11,1.0,13,7,0,3,2,74056.0,0,1.0,62,8,1,1,1
11.0,40,44,1.0,36,153151.0,1.0,1.0,0,2,3,0,7,1.0,10,4,0,1,4,138845.0,0,1.0,50,3,1,1,1
5.0,50,51,1.0,54,210525.0,1.0,1.0,0,2,6,0,2,1.0,10,6,0,2,1,384248.0,0,1.0,41,3,0,0,1
3.0,40,54,1.0,30,36012.0,5.0,,0,4,3,0,4,1.0,9,2,0,1,2,188446.0,0,1.0,41,4,1,1,1
4.0,50,36,1.0,27,64980.0,2.0,1.0,0,1,3,0,2,1.0,13,1,0,1,1,67728.0,0,1.0,44,4,1,1,0
6.0,40,25,1.0,24,227669.0,1.0,1.0,0,1,3,0,4,,13,10,0,1,1,164488.0,0,1.0,31,2,1,1,1
8.0,40,20,1.0,20,123464.0,1.0,1.0,0,13,4,0,4,1.0,6,2,0,3,2,482732.0,0,1.0,34,4,1,1,1
3.0,28,36,1.0,34,167094.0,1.0,1.0,0,4,6,0,4,1.0,9,1,0,4,4,355053.0,0,2.0,44,4,0,0,1
10.0,49,52,1.0,47,55363.0,1.0,1.0,0,4,3,0,4,21.0,9,2,0,1,1,416164.0,0,1.0,22,11,0,1,1
5.0,40,33,1.0,42,354095.0,1.0,4.0,0,1,4,0,1,1.0,13,2,0,3,2,189265.0,0,1.0,20,2,1,0,1
1.0,48,54,1.0,51,491000.0,1.0,1.0,0,1,3,0,4,1.0,13,13,0,1,1,171924.0,0,1.0,28,2,1,1,1
4.0,20,21,1.0,71,230356.0,1.0,5.0,0,2,5,0,2,1.0,10,2,0,3,3,228395.0,0,5.0,63,2,0,0,1
11.0,40,47,1.0,47,27385.0,6.0,4.0,0,9,3,0,6,1.0,4,1,0,1,4,103743.0,0,1.0,46,5,1,1,1
9.0,40,35,1.0,26,138293.0,1.0,1.0,0,4,4,0,2,1.0,9,2,0,2,3,420040.0,0,1.0,24,14,1,1,1
8.0,40,46,1.0,67,297396.0,1.0,1.0,0,4,3,0,7,1.0,9,1,0,1,3,180505.0,0,1.0,58,4,0,1,1
6.0,40,44,1.0,48,177304.0,1.0,1.0,0,11,4,0,2,31.0,14,11,0,3,1,254303.0,0,4.0,21,4,1,1,0
6.0,50,32,1.0,40,170299.0,1.0,2.0,0,1,3,10566,2,1.0,13,4,99999,1,1,134737.0,0,1.0,17,4,1,1,0
2.0,40,25,1.0,30,183686.0,1.0,1.0,0,8,3,0,13,21.0,5,4,0,1,3,390316.0,0,6.0,29,2,1,1,1
4.0,30,34,1.0,34,35021.0,1.0,1.0,0,2,5,0,4,1.0,10,2,0,3,2,62165.0,0,2.0,19,11,0,1,1
4.0,36,24,1.0,45,113211.0,1.0,1.0,0,4,2,0,1,1.0,9,5,0,6,3,234640.0,0,1.0,46,1,1,0,1
10.0,40,59,1.0,64,312271.0,2.0,1.0,0,13,3,0,7,1.0,6,4,0,1,3,148626.0,0,1.0,34,2,1,1,1
2.0,40,64,29.0,31,271753.0,2.0,1.0,0,12,3,0,11,21.0,2,7,0,1,3,178748.0,0,1.0,33,1,1,1,1
6.0,60,44,1.0,61,116207.0,1.0,1.0,0,5,3,0,1,1.0,15,4,99999,1,3,217039.0,0,1.0,37,1,1,1,0
11.0,65,54,1.0,32,72776.0,1.0,1.0,1887,4,3,0,1,1.0,9,4,0,1,3,163671.0,0,1.0,45,7,1,1,0
4.0,55,47,1.0,39,177905.0,1.0,1.0,0,2,2,0,1,1.0,10,1,0,2,3,341995.0,0,1.0,34,9,1,1,1
,99,50,1.0,57,118710.0,,1.0,0,13,3,0,2,1.0,6,6,0,1,1,174964.0,0,1.0,53,1,1,1,1
6.0,60,31,1.0,24,314645.0,2.0,1.0,0,9,3,0,2,1.0,4,1,0,1,3,389765.0,0,,41,4,1,1,1
6.0,30,39,1.0,29,303867.0,3.0,1.0,0,1,3,0,4,1.0,13,2,0,1,3,51089.0,0,5.0,40,2,1,1,1
11.0,40,23,1.0,24,161334.0,1.0,5.0,0,1,2,0,5,1.0,13,2,0,3,2,96748.0,0,1.0,30,4,1,1,1
9.0,45,50,1.0,23,240698.0,1.0,1.0,0,4,3,0,1,1.0,9,1,7298,1,1,95469.0,0,1.0,25,11,1,1,0
4.0,45,20,1.0,20,45857.0,1.0,6.0,0,2,4,0,2,1.0,10,1,0,3,2,230891.0,0,5.0,76,4,1,1,1
4.0,15,17,1.0,22,188465.0,1.0,2.0,0,3,2,0,4,1.0,7,4,0,3,1,93511.0,1651,1.0,27,2,1,0,1
4.0,40,50,1.0,25,148805.0,3.0,1.0,1485,2,3,0,2,1.0,10,2,0,1,3,52565.0,0,6.0,27,10,1,1,1
3.0,25,25,1.0,24,107165.0,1.0,,0,4,1,0,14,21.0,9,4,0,1,1,255647.0,0,1.0,27,2,1,0,1
4.0,17,64,1.0,20,54683.0,1.0,1.0,0,4,4,0,1,1.0,9,4,0,5,2,286732.0,0,2.0,30,4,1,0,1
1.0,40,24,21.0,38,38455.0,1.0,5.0,0,7,2,99999,1,1.0,11,13,0,3,1,112706.0,0,1.0,41,4,1,1,1
4.0,45,47,1.0,34,108551.0,3.0,1.0,0,2,3,0,11,1.0,10,4,7298,1,1,193960.0,0,1.0,64,4,1,1,0
11.0,32,20,1.0,23,177705.0,1.0,1.0,0,2,4,0,1,1.0,10,11,0,3,5,231981.0,0,,21,3,1,1,1
2.0,40,32,1.0,24,97165.0,1.0,1.0,0,4,3,0,1,1.0,9,4,0,1,2,72591.0,0,1.0,49,4,1,1,1
2.0,40,65,1.0,43,37869.0,1.0,5.0,0,4,3,0,7,1.0,9,11,0,1,3,113293.0,0,1.0,61,2,1,1,1
9.0,40,36,1.0,19,198259.0,4.0,1.0,0,4,1,0,2,1.0,9,6,0,1,1,343052.0,0,1.0,61,10,1,0,1
8.0,40,24,1.0,67,308087.0,1.0,5.0,0,4,1,0,4,1.0,9,7,0,1,1,249351.0,2377,1.0,55,6,1,0,1
5.0,20,40,1.0,25,347292.0,1.0,1.0,0,2,6,0,2,1.0,10,1,0,4,1,195617.0,0,1.0,45,1,1,0,1
3.0,20,18,1.0,30,37314.0,1.0,1.0,0,2,2,0,2,1.0,10,4,0,3,3,145005.0,0,1.0,44,7,1,1,1
3.0,20,18,1.0,43,357283.0,1.0,1.0,0,3,2,0,5,1.0,7,4,0,3,1,152004.0,0,1.0,46,2,0,1,1
2.0,40,45,1.0,43,251786.0,2.0,2.0,0,4,3,0,1,1.0,9,2,0,1,4,247379.0,0,3.0,41,4,1,1,0
9.0,20,19,1.0,40,314375.0,1.0,,0,2,2,0,8,1.0,10,4,0,3,3,96176.0,0,1.0,39,13,1,0,1
5.0,15,43,1.0,54,219553.0,4.0,1.0,0,2,6,0,2,1.0,10,2,0,5,1,19914.0,0,1.0,45,6,0,0,1
4.0,25,18,1.0,47,163847.0,1.0,1.0,0,2,2,0,4,1.0,10,2,0,3,1,358121.0,0,1.0,51,4,1,0,1
7.0,60,41,1.0,31,99233.0,1.0,4.0,0,4,6,0,1,1.0,9,7,0,2,3,118921.0,0,1.0,33,1,1,0,1
9.0,40,31,1.0,26,333305.0,1.0,,0,4,1,0,1,1.0,9,4,0,1,3,196788.0,0,4.0,41,12,1,0,1
6.0,40,33,1.0,42,127768.0,1.0,1.0,0,11,3,8614,2,1.0,14,2,0,1,1,176992.0,0,1.0,66,3,1,1,0
4.0,40,19,1.0,33,349910.0,1.0,1.0,0,4,2,2993,5,1.0,9,4,0,3,3,266255.0,0,1.0,32,4,1,0,1
9.0,20,69,1.0,24,204984.0,5.0,1.0,0,4,4,0,4,1.0,9,1,0,5,1,660461.0,1672,1.0,43,1,0,0,1
3.0,20,18,1.0,47,205896.0,1.0,1.0,0,9,2,7298,4,1.0,4,4,0,3,1,328937.0,0,1.0,26,4,0,1,1
6.0,50,47,1.0,46,435835.0,1.0,1.0,0,2,4,0,13,1.0,10,2,0,4,3,323212.0,0,1.0,18,2,1,0,1
5.0,40,46,1.0,17,117299.0,2.0,1.0,0,7,3,0,3,1.0,11,2,0,1,3,504941.0,0,1.0,19,2,1,1,0
